#sequence-name	taxid	genus-species
13cbf55a689b7422cf114d69e64645b6_101	0	
089c0cd5605c2a416e69eab2481a8de3_101	0	
9b5d77fe4deb5fb3ecc543132ac0e7b1_101	0	
efae2e3f1eb54bf2f814b2447f011d02_101	0	
93f23be21c14ba610f2215dc7a34dc7a_101	0	
efeea1dae1dc2f1ac6641fd96817d137_101	0	
7d28ccb6814c5a928ee86d09837cf068_100	0	
b44d7261a0b8ad0f556ecafffcad1aa2_100	0	
3edf1aabba437ac6bbfe44d20e93e587_100	0	
1b95a92d1a68312d6afe42b2e4d1beb4_100	0	
