#sequence-name	taxid	genus-species
609f6e45f1e9bf6b4496c1fd49329106_130	0	Naganishia albida
8db28173aead06f04c55d8a8e4a0fd8e_130	0	Saitoella complicata
9eb0e0e50bbce3810bb1da4aef700ab8_129	0	Naganishia albida
8ec43d60f788f239551e7aa72bb186b3_128	0	Naganishia albida
b0562961ca0ad660a9f36102cf9eed21_126	0	Saitoella complicata
75ddf05516a8c04c9d058a98c6b9cf5a_125	0	
80240b3fb1dac2d5baaa6c9e124a3b7c_124	0	
66559bc7f7684f4e51a04a5c5003b8e6_124	0	Saitoella complicata
f25789ee230898d6fe31977696965533_122	0	
9ea5f99c001f54600753b5caacd44ef2_122	0	Naganishia albida
2be6f3561d484be216eea07fdc489e2a_122	0	Naganishia albida
638399463353b77b916e5b902f58784a_121	0	
8e5d7cd5eb4281a8bf3833e7e5bcba66_121	0	
8eff640d0333d5447db603ad3381ead6_121	0	Saitoella complicata
226c73bc15b19ba7e4bd4fa5c121b6e3_120	0	Fusarium graminearum
1ded2b6c810e9a4b1561b3bea15aaeb7_119	0	Saitoella complicata
fdac6bf90577c556d32ec810f4a4c350_119	0	Saitoella complicata
50dc043722404ba23fec6d4172a07df0_119	0	
2fc3b67aefedf05bdab315b44d979b51_118	0	
61fd1ee6cd652f2189e6cc7ef21414df_117	0	Saitoella complicata
da502aaf491b9156213227ba6503041d_116	0	Saitoella complicata
62edbc1b5dc6f2c405699ff0cd59d515_116	0	Saitoella complicata
a556998d5f1e19ac0f7be7165bdccdb9_115	0	Naganishia albida
0f70a74542189488a37bf2ca4625c8a9_113	0	
0d9846cb0b4af458fa0651a58285ecca_113	0	Saitoella complicata
850f5c4af6bdbc1cdc79ec478d78ade3_112	0	
0e163576366c3cebe6b91f61a89ef91d_112	0	
0e6f17712bc05b1992930b45cb3689b3_112	0	Naganishia albida
bbae3ce1da2325844bc8b2953b0a61fb_110	0	Naganishia albida
532e64eb906d9ddb7fc3e577155df039_110	0	Rhizophagus irregularis
79d79c72a287d2783b4e7d7f5c97c3d5_110	0	Saitoella complicata
fe655e24d1f7261eaab43a68dbc7d658_109	0	
935166a50d00acf1016bc531ef4fc2cb_109	0	
d0f09e52992fb2684d05c3900f2928b0_108	0	
1e5269bf819e8ff7f5af88ae326a3c3b_108	0	Saitoella complicata
72f87b9d2599ddb9ae3f514bdd33030c_107	0	Saitoella complicata
4b1e2aed2c9e73a690b586e624446e1a_107	0	Candida apicola
ef21aa712b551c41dd97cdef55c22374_106	0	Saitoella complicata
b44dffcc649254b39da86c260b920bd3_105	0	Naganishia albida
edee7f97230988d8a29c9844d4ceb8c9_105	0	Saitoella complicata
6280026054df74b758af4fdf8cbfc53b_104	0	Saitoella complicata
1122b680a53736c21b2d5ef3f771921c_104	0	Saitoella complicata
cb386304a81f9e26e123d572742bb9ef_104	0	Saitoella complicata
8e39a10423b310487ef7eb41e860d068_103	0	Saitoella complicata
2b6c7d7cae255b414a2322ff82b2f8a2_103	0	Saitoella complicata
9e067a2dc06d46fc330046aab57567e1_102	0	Naganishia albida
fccbf6bd04f5eb8f557a53bf1ccca434_101	0	Naganishia albida
cfb4b32244fb576edb5fb4a298bd4c93_101	0	Saitoella complicata
530be02a1cb81d2695d25d6270f0894d_101	0	Saitoella complicata
cbec7f2a18ea41ac444b4c6276309479_101	0	Candida apicola
9202520696a7d13780f157ab170ff340_100	0	Saitoella complicata
