#sequence-name	taxid	genus-species
46a3976eb64bcb1eed0fe594cbdcec48_442	2675548;658425	Phytophthora caryae;Phytophthora pini
69edd50fff2930b59cd679afd30f572a_437	2675548;658425	Phytophthora caryae;Phytophthora pini
5df6406259b235363197b9f3feae5407_436	325452	Phytophthora kernoviae
943d46f67ec85c1059d17457ec796ac7_434	795339	Phytopythium
605789a46000031710c021458487d4fc_431	0	
3183fad0aafbe8d8e207b30b006fa532_430	0	
03b60c85e4dcde7f89911c71631bacf6_427	596104	Phytophthora multivora
429478d7d0a3a6e4ddae279b74f863cd_426	0	
72565fb09fdb07db318172e570df1613_425	0	
757cd5c2f1efaa5f246bb3ff657db9cf_423	0	
1fba1e6ce1729fb4df3a11b4fe99e4be_423	0	
749d2d7392635ebc2d28dcab026170e6_417	0	
45a2a4fa1dfdad6a7510f838a4504477_407	175300	Phytophthora hibernalis
780ada3d91731f9f3a6c4a00fd0c3c3b_404	0	
320738474c1a30b38f995978a943c312_396	795339	Phytopythium
51b87c995e24951050484204fe8d0510_395	0	
05c6f560976eb6901ea03aa4846ad846_394	0	
25885dc7385fd500684bf736d3bb9c5a_393	0	
6988d4031d6d5c2be9d29cc47ff7991b_393	0	
0fca83bbf0fc33fbed2e0416aae4e076_387	0	
353f176534f3c4af3bc936a03a56ed22_387	239968	Phytophthora nemorosa
4baa75118cfd31dfc071f1ff387f2efe_385	2675548;658425	Phytophthora caryae;Phytophthora pini
54f96b03ec56a06db586e740aea9353e_385	0	
52056e61fe6c88a394a8ba26babc9789_385	1241941;2675548;977911;658425	Phytophthora acerina;Phytophthora caryae;Phytophthora citricola E;Phytophthora pini
800d66d2058f7b7c61e4b8f33efb08ed_380	0	
df6e6a4c7398cdeff6260097d730af0e_380	0	
b9d6b431a814fa233b0ae6aa51d6988a_380	0	
766063ccce1311ee5b7ef29eae1f9a32_375	0	
8911c7476e07f60b3727780287ab34f1_372	1396423	Phytophthora mississippiae
9fcfbbcc2fb7cd7969e368c50603598d_371	4793	Phytophthora citrophthora
e7d4268362cfc3be8d8008649cfeb599_371	0	
17ed73896fa7e3445e0fe68371016a53_370	0	
f45575dd1e78048069c0f3adf4f607dc_368	2675548;658425	Phytophthora caryae;Phytophthora pini
9fa8bc11c2f544801df3a3641018f92a_365	0	
73a3ac93976503e5184e45d9cf5b44e0_364	164328	Phytophthora ramorum
3f671ccd3bfb3273a99f9e05da0b15c0_364	1190534	Phytophthora lacustris
681a00ee195ffe65ef3f2dfd47598653_363	4793	Phytophthora citrophthora
37b8012a036d06ba0441e3178f6add07_360	2675548;658425	Phytophthora caryae;Phytophthora pini
1b36ccec6b89dfd026f331ef73ca267b_360	0	
55b0c5844fdea687e6ad9be9e0cd06e5_359	4783	Phytophthora
f9aa1ecc2152f8cd884e7e038595a331_359	0	
21e7aac8342b51e7ad137e9aeb9629a8_357	0	
7a967da96521767913d79e27888e3381_352	0	
e575c16b29b67fc12686ba46b13db7de_351	0	
8688491e448b52df955324f95b9555ef_350	1197710	Phytophthora bilorbang
9d15e67f365c0afd2ee21589438c29e2_349	4793	Phytophthora citrophthora
02dc73816a5c0d964974e8e16f672687_347	2675548;658425	Phytophthora caryae;Phytophthora pini
4cd727795efb86d3cc744ce6fc31a33e_343	2675548;658425	Phytophthora caryae;Phytophthora pini
26d2ff1a1421870a0edbfa675f657082_342	2675548;658425	Phytophthora caryae;Phytophthora pini
393bfebe65daa24a2fd348062cf03eb8_339	0	
fba387eb4f764579e5942f7de9a60b38_335	0	
e8e54e16fa74c3040f8e5a67cec13d2e_335	0	
d3ebf02f468013a063ea5e84b83d3692_333	1448052	Globisporangium
74f2eb988e4825a51fb69c1388fde1ba_332	0	
0149bf6ab85afbc48689b631b0022820_331	0	
f44ae6de7d65d25a064d218f6665d2d5_330	0	
fcb5adc096e46048fe6f63105fb99262_330	4783	Phytophthora
1a52d2ffa0c4cd300cad93f1ee34cbd9_329	2675548;658425	Phytophthora caryae;Phytophthora pini
9e6f87b8d6f924afbaf1c6a95fc9d6aa_328	1185511	Phytophthora riparia
05f6d966e58d6da27438709ca9cb2695_327	4788	Phytophthora megasperma
f13b117f0a3f739e7d470be38ce65577_325	0	
a2988c4aab0f613589b3526f695ea6ae_325	67594	Phytophthora syringae
3a65fecd869a72570ff99320d3ad69db_324	0	
0f5c95fde017fe714e6aba87069def80_324	795339	Phytopythium
ff7074ce0e70623f0ba04e0e9d586754_322	164328	Phytophthora ramorum
5aab3adf0fb3a525be723a451842debb_317	325452	Phytophthora kernoviae
f41ba24d637fc2d92c09c86db1e19336_317	0	
acf4d279e876d33008472ba8466c51c3_317	0	
be65d987b95791cc2ba9fc05d86bfab7_315	2675548;658425	Phytophthora caryae;Phytophthora pini
a8ee42751dca99de7d353dde9053d9a2_309	2651253	Phytophthora niederhauseri
a256be5985f4abd17a4e02978a31fe16_307	239968	Phytophthora nemorosa
6b314f83ce021591cfbf595337040b86_306	4783	Phytophthora
e1afded1a24ab10595c53ce4cd9a2370_303	0	
37d10e594c027417ec73c205f8c41fe4_302	0	
07b96355cbc7cea35ddbb99ce3e92c62_299	0	
e8045062fc114e807a9ef39212c2d2a2_299	0	
ff739c841e2080f8f90306c991d942eb_298	0	
11b8401ac0da6c6e2f1747276ba31d05_298	0	
77ce382c0111077a76bb5be8a64bdd0e_294	0	
9bec1074e42dece804dc272ee9f621d4_294	0	
f97ad110a5a13591807fc85a7b81433f_292	1692154	Phytophthora chlamydospora
c6856e18509f0e83bc84bd267373ccf6_289	0	
257864238c72d72523d2a6431c11ebfd_286	2675548;658425	Phytophthora caryae;Phytophthora pini
25fcf8784628a8024e9fdb4cb26256a6_285	4783	Phytophthora
d5c72630ac847d61052220455eebe5f9_282	0	
0ac6985576f8c7f8d40d067af0e98d3b_282	544909	Phytophthora parsiana
2a8d712f95cb9b2cc74f1d8bf8025fd2_282	0	
ee680992eb0769684367f8dd627f9734_281	0	
5645deedd24b7e9eb0ac25d1ebda1115_280	184462	Hyaloperonospora
72ffe8f266ab32f1ccbfe6bbe9051e4b_278	0	
93231610f2df17eeec360a6b4de03fb3_277	0	
24be91088cd4734b066a717bd2de041c_275	129355	Phytophthora lateralis
e278f511ac6be3eeca8d404afc79c8ba_274	0	
e24f1e86213fa8144ba1f5c9a9709257_273	67594	Phytophthora syringae
94d0dac2d12137d92d14b9022caa9802_272	2675548;658425	Phytophthora caryae;Phytophthora pini
f578f10b5da5dd2b825d281ad1a3b83d_272	0	
a7e4d84111b769fee973ed9b9521b9fe_271	1448052	Globisporangium
d997412e0008fe640db40b741e9e75b0_269	2675548;658425	Phytophthora caryae;Phytophthora pini
ecffb722e0ac1a3e40f4cfcbc0196e0b_266	4785	Phytophthora cinnamomi
fc53e558fb89d411901cdebf313b5e1b_266	0	
9060538fbd5a234ed560f84bc5463d63_265	0	
afc1d379e54d192e2fc80dd92c2949d6_265	0	
3412aa7896fe9e63a7dad585584c764e_262	0	
0f245f593d0e66e49a296242d74c5fb3_262	2675548;658425	Phytophthora caryae;Phytophthora pini
f65d8c80202d42fc17e32da2bb7f2858_262	78237	Phytophthora gonapodyides
aabaa6ace315735153343f105cbf8be7_261	2675548;658425	Phytophthora caryae;Phytophthora pini
4942f2a0a1b7eff07f30f89d24fabb45_259	544909	Phytophthora parsiana
03bea3c029b41ac2c1e03dded0d682fc_258	0	
31178b1157b8883cfeb62483922e847c_258	0	
328f5cbb0d010104d829600a531d84d1_258	0	
46f208c927ddc9cab2e7883ec1ac254b_258	565287	Phytophthora irrigata
5f6f47f46106dfae86793247bf7fa7bb_258	0	
d76010bec6450fac93a2bb9e166ba551_258	0	
9ebbbaa14f36a23ea151aba6343b9ba3_257	0	
97170441114c0abbcbaffcc8c87e7d4d_257	1320217;2077275	Phytophthora lactucae;Phytophthora pseudolactucae
94a34b8b3e43567e87b4e104f4d735d7_256	0	
e90c10ae495eeabc8d6734eadfb8a8c9_254	2675548;658425	Phytophthora caryae;Phytophthora pini
2146351fd35eb7099040cda0255bd27e_254	78237	Phytophthora gonapodyides
95c6bbc109e280565f13d3b18e5e3a69_253	2675548;658425	Phytophthora caryae;Phytophthora pini
335777defd7337ae92fbda369c29fa8a_253	0	
5fe0d703bb5232e86f4fc2fff9085846_250	4793	Phytophthora citrophthora
2c60fa2cc71ffa2290aa61cadf6f1781_250	1692154	Phytophthora chlamydospora
7d68ad1ef6d01198aa3e8d69ceda92a2_249	0	
778615db33450db547fa53759245068e_248	0	
6a4246748134fa2bf1993beb090c9acd_248	0	
302deb34685253166ecc04f130abde09_246	2675548;658425	Phytophthora caryae;Phytophthora pini
a0f16354a0ecc4940972b2aef84a8bb1_246	1185512	Phytophthora borealis
997f84733f4221bf4ae0dd7788fd22f5_246	1241941;977911	Phytophthora acerina;Phytophthora citricola E
bc3fcad43208fcf12806f6da88a431cd_246	1241941;2675548;977911;658425	Phytophthora acerina;Phytophthora caryae;Phytophthora citricola E;Phytophthora pini
e4e4316017f84c42e8504741b2282bd3_245	54511	Phytophthora trifolii
bbe8bde26a0fe8c6ae8a066de6809f5f_245	4783	Phytophthora
3e6300a6581ffaf5e44743dd04102db8_242	0	
b94232947bfb132663a303a27d2fe4f9_242	0	
54b58dfc2d9efc9ab2d1fc64be22959f_239	2675548;658425	Phytophthora caryae;Phytophthora pini
8a1115b787593dac200298a4fa36ebdb_239	0	
70cb91941cc12565eba51980abf0bad9_239	639000	Phytophthora plurivora
44b826389078f21a45353a2f234aec2c_237	0	
12adb4ff58d8a9e4e50afc6c5106bd1f_237	544909	Phytophthora parsiana
1006e4e954303327595c381f942ad128_236	544909	Phytophthora parsiana
384f3d7067606f25e8d4d8c0f6dc9bf0_235	795339	Phytopythium
9a6eed8240e5226378d96b1084eed623_234	0	
7f6ffb15f52811097bc9a85f5dfee83f_232	0	
adc6a8d9469bf6f4dab234daffc5fced_231	2675548;658425	Phytophthora caryae;Phytophthora pini
31da4407bf707bb8c1a7ca862bfecedf_230	0	
a9024f9191e37c30bc9158f103511858_229	2675548;658425	Phytophthora caryae;Phytophthora pini
532e11ffef201fc0ab526efa9a4b292d_228	0	
d70fc0cd4637e940432754baf62104ac_226	0	
0d375701e034a22d58bec4ab188109ad_225	0	
cfbdae2006ced4545a88704aea495f77_225	0	
0ac435f14d4358c80bab3d8ed2c083f7_225	0	
1010faa6a5e037996f8778c8f2e57fe4_225	0	
ef38b549e7492fa9b966a54af65a9dc8_221	0	
a516ef6b42a741fd4fbaa85ad9fd56fb_221	0	
59728ea2ddf09594b1ac742137954859_221	0	
e39d8ad6786acb946c1f659b3eab38c1_220	1692154	Phytophthora chlamydospora
497a4a0dfbef51621a8bf1267d2daf8e_220	0	
95d8ab358d4c4dd12250b4730d5258de_220	0	
a80bb8a8f8ef0ff12c4acf098607f8ed_219	0	
04479faa10a303560071a682b601ba2d_218	164328	Phytophthora ramorum
73038d71e7532b9da7f6ee3209aaa2ae_218	0	
cea1e1c0ea633759c749e0fc71835d10_217	0	
70fd1cf0ee60c33fc3cf9f36b114257f_217	1241941;2675548;977911;658425	Phytophthora acerina;Phytophthora caryae;Phytophthora citricola E;Phytophthora pini
c8b6fbfb9e299c49b996df42c6a976b0_216	0	
accbf46be25afe6adf2bf2afc1098154_215	1385621	Phytophthora terminalis
f1d837f9dc2da10def52307adc459021_215	2675548;658425	Phytophthora caryae;Phytophthora pini
d4499763ff9c88743c8ca5defa3aa219_214	2675548;658425	Phytophthora caryae;Phytophthora pini
ba7f66715f3696b4495ca52e5363dcc1_213	1448052	Globisporangium
cba07b6f8640231f9223ce3f77b078a4_213	0	
1aeaf24122b8d2c7b56984143e594187_211	0	
56c711aaccf7d0eca4d790b2512c75d7_209	0	
127bc82c330a1164976d93885cc0a773_209	325452	Phytophthora kernoviae
3e9e700f540e38451e471a68fbe81bbd_208	0	
7437e6df5ad61b795a8bb94603a72aa7_205	0	
b1bc52fb1ec8d81be50b08558e38512c_204	2675548;658425	Phytophthora caryae;Phytophthora pini
1424ea7a82353bd93482fc1fe9b92a4d_204	4788	Phytophthora megasperma
cf9b1aef9a495e4d18ee5f711e50ad81_204	1241941;2675548;977911;658425	Phytophthora acerina;Phytophthora caryae;Phytophthora citricola E;Phytophthora pini
67f8120a4569b63ea7e93ebe3d8e33de_203	0	
0e366380b6fe999dbed14b3f424a39bb_203	2675548;658425	Phytophthora caryae;Phytophthora pini
427115f2c76270346e1c5941b5ddf2aa_202	2675548;658425	Phytophthora caryae;Phytophthora pini
92307d47274342b799197e58a36fb22d_202	0	
0d85152994e6d55fb7d117fb1ccf7d2a_199	0	
e033785a003ba7165a72cfd6b2312b45_199	0	
1162ff17ddaa2b0ea2f37f41d9a87899_199	0	
7f7d3fd123020608b74b6b0c80569b13_199	0	
2cf6287c2fe00a17d3dc0efac773ab8b_198	0	
23962f25d43edff3d842d2f0ed61b469_195	1692154	Phytophthora chlamydospora
cb12fec948fb03509c6846797c8f3808_195	2025991	Nothophytophthora intricata
925e812a0a4b6a969198c95ad660b637_195	544909	Phytophthora parsiana
884b5964b2aa39307f9cc96730acbf23_195	639000	Phytophthora plurivora
63a6e525ba605f3918d5e5e04a103009_194	565287	Phytophthora irrigata
98e1c6c19877c5aaa3cdb260e5e189ec_193	1241941;977911	Phytophthora acerina;Phytophthora citricola E
a0e4aea0f6976ac3d85e555778cbed8f_192	4797	Pythium
bc94977896ef843ec6acadec4f211b72_192	325452	Phytophthora kernoviae
3fca418b83000d088047fab00200b0b2_192	4793	Phytophthora citrophthora
84586f3649c1aeeabdf17f1d6e036d99_191	2675548;658425	Phytophthora caryae;Phytophthora pini
3b4dc7c15966dd06b4245ba2765a945f_190	2675548;658425	Phytophthora caryae;Phytophthora pini
dc1a77b6c41a8bd034b0cc6ad491f69a_190	0	
e2038fbe58523a5b368b31053aef5b67_188	544909	Phytophthora parsiana
7d0b3214533f88636f3d8b083473de86_188	0	
fdcc418efee82fb96922fd75387fe5e3_186	0	
b187007cf47ef7b4c71291eac8eef1b9_185	0	
19a23f1fd2cfbd1a2e47877a2014da0b_185	0	
d097ffd4e94288e7e856d06ad4f10b65_183	0	
bb4eba6a6e36cfbee2a142cc64ba0eac_183	0	
c38f4498f8f7747de4eb9bb6d65644e9_182	0	
fd6821dbe6f66da4d023257183832e50_182	0	
991d7628b1d586a750388d7efb12a357_182	0	
0a43f9ea4bb0e251f96c2064da986f32_182	0	
2322e326d5669b867ae65b6ceeb30d40_182	0	
4305ae0f263c9b036192b33795974847_181	0	
465b6392953a833d09001ac5d89dddb1_181	0	
37e9411441d1935c81f4d9594812c897_180	2675548;658425	Phytophthora caryae;Phytophthora pini
e7b68acb053e50bb287072e60dc401e9_180	2675548;658425	Phytophthora caryae;Phytophthora pini
546b1dc9a898762b2a9e53616a88bde2_179	4793	Phytophthora citrophthora
8e8ec6a15b22e7f747100d74a2823193_179	0	
60d0d3edd2c896c08daa9dd029c9b5b9_179	0	
2555608e37da2ca6f36397d08ec254a5_179	795339	Phytopythium
592bb14c4d78973771fd56e52ff402bc_179	0	
dd57b99d32aa77defdbf1408aeb5e8aa_179	0	
ffecb8819c24b6eaf42d9dd75ebf0044_178	78237	Phytophthora gonapodyides
0009d128f3a89e69431ad9f4081e43d0_178	544909	Phytophthora parsiana
b3685ebfc8bcf5825129722ff57de69c_178	0	
18fe622d632b229c3c258bfa318edbbb_177	0	
0c63eb31d8f7334d5b7e6baddc0c3daa_177	0	
5b7684c80f8eff6629330c2daf7294a6_177	0	
ba250ab029f8b3ec62c02288c7d25f54_176	1692154	Phytophthora chlamydospora
4f1c0d4abd18a2588122983ebfa533ab_176	0	
b7d699e3340c6c004ac18728b95a4b69_176	544909	Phytophthora parsiana
b6e33f4a4652cf7d4e4bb726a40824dc_175	0	
181cbe2dcc1a85886745d7e40c4b3e0a_173	2675548;658425	Phytophthora caryae;Phytophthora pini
92c5a89f257e389191c822dc7e92c083_173	2675548;658425	Phytophthora caryae;Phytophthora pini
8a5056f910a345b5a88cfc028a8178fa_173	4788	Phytophthora megasperma
bffe9a0f63bad15df4a2e069c52bd6e2_173	544909	Phytophthora parsiana
1174133068de759e5073838d42908fc2_173	0	
ae43cfd53dbbcd6382c9c11ab6a7a72d_172	0	
19af51cc1feb57817c2c7cd8fec5ec50_172	0	
6b8d578a8146aa9fc0d27653d2dfc00b_171	1692154	Phytophthora chlamydospora
82390c003d9562c98602b2518aa3fecc_171	2675548;658425	Phytophthora caryae;Phytophthora pini
d7e12ad050a6af6b7ae0ce6551d1e908_171	2675548;658425	Phytophthora caryae;Phytophthora pini
dd55a0dd8387c5f9ee538ee3fd5dcef7_171	544909	Phytophthora parsiana
3d7b513ec6d4f114c65766d10f047ef9_170	4797	Pythium
0fa8c5f07e6aa095a42f1fd224957ce4_170	0	
667db7569803b43d8c1dd4f652d159c7_168	2675548;658425	Phytophthora caryae;Phytophthora pini
be21a7680769f41518b4faa73a5019fb_168	2675548;658425	Phytophthora caryae;Phytophthora pini
5ae5261b2e95d35e20980cf6e176451c_167	4788	Phytophthora megasperma
83ac12060b9d0f9d3ed3c2d661f753bf_166	0	
89f1a1b01f159c47159bf7590eb4fc38_166	0	
426a65c9a5c40243c4e879dc65eb9ed2_166	325452	Phytophthora kernoviae
309967c1412221884c9afddfd1fa7d4e_165	0	
fa0c35696783ff7c7acf1187b75c53e7_164	2675548;658425	Phytophthora caryae;Phytophthora pini
1d62fd220d3c1498283c752ace10a234_164	0	
a2cc70ece52c105750f948c5cefce67b_164	795339	Phytopythium
b42fb8c74d16942ddca803894a800fb5_163	359324	Phytophthora gallica
4949a92fdd9f7f74c097ba56e3035530_163	0	
e2360b2122fe1e32474ac996515691cb_162	2675548;658425	Phytophthora caryae;Phytophthora pini
a910dc1031b3189fe508ded6c27fb407_162	0	
fd1093dc43e2b5c61cc15fffb28f8d2b_162	795339	Phytopythium
e0fab9d69477bbce6cd0ac8d9e15efe6_162	544909	Phytophthora parsiana
f7da04d4910c090a9d5f0db540440469_161	0	
cc7d1af5580d160d2790caede3e6612a_161	0	
27aebd46c0d54966957efd17735255b1_161	2675548;658425	Phytophthora caryae;Phytophthora pini
34eda692fb20431b971c19bc9bc34117_161	658426;459882	Phytophthora mengei;Phytophthora mexicana
8f68e063418160f60921a4aaa66d57b9_161	0	
6d03008822a0fc4921176a74e625b951_161	2675548;658425	Phytophthora caryae;Phytophthora pini
b4c3567738d2ffcd7eb7f5ed8f85047b_160	0	
7da476d6a47ce01c325ed4328f8b96fb_160	2675548;658425	Phytophthora caryae;Phytophthora pini
b3957f3fa81c23ecd928df164e320f92_159	0	
35cde354d87157204663554b3a1ac438_158	0	
d7de2b96704e22bcde8ee6433ef76ebe_158	2675548;658425	Phytophthora caryae;Phytophthora pini
025b4bf973cd128ba535f61af2e6503e_157	0	
a3c93e6e4a26bb241db71fd1c5a9dc49_156	0	
e6875b0b530b295e8bafd6e56de7d44e_156	1185512;1396423	Phytophthora borealis;Phytophthora mississippiae
f300cf58f12f70d5fa76a797fe2490d5_156	4783	Phytophthora
55e4fc30982d561e353b0a8d0a3ee0f1_156	0	
743a07499695b7f969bd6242caaaf4e6_155	2675548;658425	Phytophthora caryae;Phytophthora pini
032e24250b629f99e516339692aa9db8_155	0	
0ff32daaa74ab305986b4c00258c3a64_155	325452	Phytophthora kernoviae
83c3b041d715e7bd387aa1274d87819a_155	0	
592bb1b0bbb184d1de301b844e1d4736_155	0	
46d4da1a823443a2e09edcc4f588c205_155	0	
dbe9ddb105c3e535e3f2581ca01aea44_155	0	
bbc3e8a429185b13cabd87cb8f8667d6_155	0	
a3d33a93b4dad22c5792f76f098436f9_154	0	
d402bd3cce8577e68f8c66a71294ffcb_154	2675548;658425	Phytophthora caryae;Phytophthora pini
dc7c896afc14909a44c29dffbcf1047a_154	2675548;658425	Phytophthora caryae;Phytophthora pini
eb3bd264529f9f64133b54e234b04e7f_154	164328	Phytophthora ramorum
f80c839fb3430c6f7e4b8b7a83633709_153	0	
faa535535f2b3a0c72572968fdfc039b_152	0	
7616e15add8d221f5336ac7a19294aa2_151	0	
92610c1604f7eded779277f55e69d76b_151	0	
4d343182fefc12855cb5e3ceddcc5b07_151	544909	Phytophthora parsiana
aadb1f1e1a34693a28ae2f9b0b9ba504_151	544909	Phytophthora parsiana
332ad9e90f9c0a8d1fadf1125cd3dfd6_151	0	
c63324b6939639d74218cea5d57b81bc_151	0	
cfa606ed00b8ed12e7a1b74707e1ecd0_150	2675548;658425	Phytophthora caryae;Phytophthora pini
d707ec03a15e73795e8ae172e3fe0502_149	0	
5abad45257450593e2ebb71c818aaad3_149	0	
0798fc1ed27d8f67ea6de38c3d69f8fd_149	325452	Phytophthora kernoviae
a53d4b003d5bf13a69745fd5565c9f61_149	0	
4dadb382ca7f72c0f3186224852869e0_148	0	
34b93bbe26f8b20b156866646181ba31_147	0	
44a5817d9ab175a346a441d75515ef08_147	2675548;658425	Phytophthora caryae;Phytophthora pini
fecb662586af40c5acc62623c7e68e54_147	0	
589a2405e5df3ab8d7316b8e462d54a5_147	0	
43f36c67e1c3ce625db84dbac5f95f0c_147	0	
89795a1cbffc4820f5b8b7c29f840c63_147	4783	Phytophthora
533fbc234a9d1ac402e6ca4ff858bf05_147	0	
eabbd89589d5d3151d4dfe33e581808c_146	639000	Phytophthora plurivora
962e3ad157d3a8012d084e9c30e533d4_146	0	
0dc934cc2c374126dc36cfa7b039b951_145	0	
b5c36b57b5befc8b5730c90b0954c0f1_145	164328	Phytophthora ramorum
56db356b406096cd058f48bc11894d38_143	2675548;658425	Phytophthora caryae;Phytophthora pini
e32d81965eda0f199056abab1046b5db_142	658426	Phytophthora mengei
8f231a80e641db5821518fd6e4192a1d_142	0	
544cf3c093e98f37782c4ca8f6de5307_142	0	
479f6210101a5f15131d8d550d73d682_141	0	
d53fad55282e5c3e2109bf3837e55938_141	0	
ce279261509ba3b970f60549d7139569_140	0	
f4db3fb68e77f775804f01d40ac37180_140	0	
b8a86e3c016c06aaa55adf6f756695e2_140	0	
826f9fc4fd6e0495d4c835c9f15d1118_140	2675548;658425	Phytophthora caryae;Phytophthora pini
95d22d7b7f1f8ade1f2b84cf8502ad58_140	0	
9544e51db62806f11ecd1355dec622df_139	0	
0a594b65356c4e71086c7abe154b3b59_139	0	
8ab27da98b546b0180ee7e57740c93b9_139	2675548;658425	Phytophthora caryae;Phytophthora pini
e2078446c9537d42bd92a3a54ce8c82a_139	0	
74cee179e6f76a30ec1d10b299e9dc2d_139	0	
5f670d7e7dbb74aa6c045b4d7d7e9149_139	0	
b46a1848e58716810a883d45370d16b4_139	1241941;977911	Phytophthora acerina;Phytophthora citricola E
2f81de6b83bee3aeab3300550d699c5a_138	0	
7496dc14d9c8ef6f60a7795ea91332b8_138	544909	Phytophthora parsiana
28e1776cc1c6c065b6b8f1387dd9c6cf_138	544909	Phytophthora parsiana
3dfe983d4b53e764ebfbec457361811a_137	0	
2c11669de3fd64ed06787fbaa6cd9739_137	0	
d2bb550b1b71967f805a5cdc538b5f42_137	0	
40a4cbe4ed51220e14bcbc0949b288bf_136	137729	Phytophthora tropicalis
f48072cae23f50a216a6b19049f4e0f4_136	70742	Peronospora
21b53c66d8f487c27c5f0d2e1db0ba3b_136	0	
d9e0813693f9763691a794d7a86a7365_136	2675548;658425	Phytophthora caryae;Phytophthora pini
058c2d66adb8dcc32a5554a7cb8780e4_135	0	
0314bdb95390253573e9a782cd18ec4e_135	2675548;658425	Phytophthora caryae;Phytophthora pini
891c3e2b06ff664980c05b07e43f60a4_135	2675548;658425	Phytophthora caryae;Phytophthora pini
19d55787f735b45edb61cff1511ddc17_135	0	
b3b92195f4ae3e9107f05164dc8766e2_134	2675548;658425	Phytophthora caryae;Phytophthora pini
a8084aa970fd48ca5625b2220fef68d7_134	0	
468dc60921568e6ca5c197d04032eb44_134	1821206	Phytophthora pseudocryptogea
90185ec7af557bbf42427e24cd41f8e7_134	70742	Peronospora
1c22147e397382560b083d2576309694_134	544909	Phytophthora parsiana
359db4125d19ba62eba26bca5adc4e62_134	0	
dc2633a832c0c469c3b76942b926866d_133	0	
71f4735573cbb54156ff42142ddace16_133	2675548;658425	Phytophthora caryae;Phytophthora pini
d48d9e6e3548bfd92a88d1b46d19bde1_133	4788	Phytophthora megasperma
ad8cb6273f8f50a121fcc881ecc5054d_133	0	
fbcb6998a9e33eea2f12f2f2fa8fb100_133	325452	Phytophthora kernoviae
b29aa2af855f1f59e123e682ed7bea0e_132	4778	Bremia
4ffdaa246fb055ff8d8d1a27ef6cbd65_131	795339	Phytopythium
ac7cbf677cbf95df4d460cbdf00a2157_131	0	
a04b2c0e34712dce20dd72de09177377_131	4783	Phytophthora
8196777f351298d77176dc7a99522bef_131	0	
7a5d625fcca5dbbfd806c97f47dcf5a2_130	0	
515678b18fa188135fef8133e23c60c2_130	2675548;658425	Phytophthora caryae;Phytophthora pini
a0d70fce4198a5791064820a0001ed0b_130	67594	Phytophthora syringae
975437cb46327cc7bb5cb0acfcec997c_130	0	
387369c01dcf36d36004a84e3af0f0d3_130	544909	Phytophthora parsiana
1cba8c61febb40b7375ab3333008ce44_129	544909	Phytophthora parsiana
44abb0e0cf8feb349a6550d4bf18d8b2_129	0	
41de91f800d1578057c50d7131dc06e6_129	0	
4a0e3bfc1fccbe0c06d09a641fb0fc35_128	0	
ecc2edb814841037e05cfbad3d48dc6f_128	1185511	Phytophthora riparia
8415a808e5f51f813cfd46dee3189ba9_128	0	
f4c7ec86eee9b270a3871af3c2f0f326_128	544909	Phytophthora parsiana
ccd6a1fe7dbd2826ac5c4f104753852f_128	0	
3968c6f914f17f7c03d2e02c273b36ba_127	0	
849a9538e8982e15e7458d7548846806_127	0	
174799e24238ede10b4f3785534fd824_127	0	
96428e63596210d83a238f2e4c10bbd0_127	4783	Phytophthora
23d10b136d1963f88a2ba28313054721_127	0	
50cbec811cfa2c518515897d3046a541_127	0	
f3d49ee2b87f3afeff4f487ff9a49189_127	0	
63721223c1e457292f94d189c868e354_127	0	
d406d90341596c78153f11e51f515046_127	0	
02fb69a4cc998362bf602c5662494d65_126	0	
8b68cdd9071d9ae1fccfbfebd37f6cb4_126	0	
de64f349b12b4f4d01413d75f0116b3b_126	2675548;658425	Phytophthora caryae;Phytophthora pini
a87acf06655f5a86e8deee59255af38f_126	0	
74c2cc63ad3499fce21ffa85597d30db_125	4785	Phytophthora cinnamomi
5862f166ae6b1e265d3a183fc96f48c3_125	0	
55ffb8b4a21cb1e228fdd6eb0aad7c8d_124	67594	Phytophthora syringae
137695060046c5f15f1829cbb9282cfb_124	0	
2f570a47aae1001bbffda5e9256132d3_124	0	
a5840d6822d2166d94f451858726a10b_124	325452	Phytophthora kernoviae
9518e556d88050813f822d0e5d91f44f_124	544909	Phytophthora parsiana
